Genus	SP19.2	SP19.3	SP19.4	SP19.1	SP21.1	SP21.2	SP21.3	SP21.4	SP21.5	SP21.6	SP21.7	SP21.8	SP21.9	USA4.7	USA4.8	USA4.9	USA4.10	USA4.3	USA4.5	USA4.1	USA4.6	USA4.2	USA4.11	USA4.12	USA4.16	USA4.17	USA4.13	USA4.4	USA4.14	USA4.15	SP17.1	SP17.2	SP16.4	SP16.5	SP16.6	SP16.7	SP16.8	SP16.9	SP16.10	SP16.11	SP16.1	SP16.2	SP16.12	SP16.13	SP16.14	SP16.15	SP16.17	SP16.3	SP16.16	SP10.2	SP10.3	SP10.4	SP10.1	SP14.5	SP14.11	SP14.16	SP14.7	SP14.13	SP14.2	SP14.8	SP14.3	SP14.9	SP14.14	SP14.10	SP14.4	SP14.15	SP14.1	SP14.12	SP14.6	SP15.4	SP15.12	SP15.5	SP15.1	SP15.2	SP15.3	SP15.6	SP15.7	SP15.8	SP15.9	SP15.10	SP15.11	SP15.13	SP1.1	SP1.2	SP1.3	SP1.4	SP1.5	SP1.6	SP1.7	SP1.8	SP4.1	SP11.12	SP11.13	SP11.1	SP11.2	SP11.3	SP11.4	SP11.5	SP11.14	SP11.6	SP11.7	SP11.8	SP11.9	SP11.10	SP11.11	USA3.1	USA3.2	USA3.3	USA3.4	USA3.5	USA3.6	USA3.7	USA3.8	SP2.3	SP2.1	SP2.2	USA5.1	USA5.2	USA5.3	SP18.1	SP18.2	FR1.24	FR1.25	FR1.13	FR1.1	FR1.14	FR1.15	FR1.16	FR1.17	FR1.18	FR1.4	FR1.19	FR1.7	FR1.8	FR1.9	FR1.2	FR1.10	FR1.11	FR1.12	FR1.3	FR1.5	FR1.6	FR1.26	FR1.27	FR1.28	FR1.20	FR1.21	FR1.29	FR1.22	FR1.23	FR1.30	FR1.31	IT1.4	IT1.3	IT1.5	IT1.2	IT1.1	SP13.1	SP6.1	SP6.2	SP6.3	SP6.4	USA1.1	USA6.16	USA6.15	USA6.1	USA6.11	USA6.4	USA6.12	USA6.2	USA6.6	USA6.8	USA6.17	USA6.10	USA6.3	USA6.9	USA6.7	USA6.13	USA6.14	USA6.5	SP8.1	SP8.2	SP8.3	SP8.4	SP8.5	SP8.6	SP8.7	SP8.8	SP8.9	SP8.10	SP8.11	DN1.1	DN1.2	DN1.3	DN1.4	DN1.5	SP12.2	SP12.3	SP12.4	SP12.5	SP12.6	SP12.7	SP12.8	SP12.9	SP12.10	SP12.11	SP12.12	SP12.13	SP12.14	SP12.15	SP12.16	SP12.17	SP12.18	SP12.19	SP12.20	SP12.21	SP12.22	SP12.23	SP12.24	SP12.25	SP12.26	SP12.27	SP12.28	SP12.29	SP12.30	SP12.31	SP12.32	SP12.33	SP12.1	USA2.1	GE1.1	GE1.2	SP9.2	SP9.3	SP9.1	SP3.6	SP3.3	SP3.4	SP3.5	SP3.1	SP3.2	SP5.1	SP5.2	SP5.3	SP5.4	SP5.5	SP5.6	SP5.7	SP20.5	SP20.6	SP20.7	SP20.1	SP20.2	SP20.3	SP20.4	SP7.13	SP7.14	SP7.15	SP7.3	SP7.4	SP7.5	SP7.6	SP7.7	SP7.9	SP7.10	SP7.11	SP7.12	SP7.1	SP7.2	SP7.8	SP7.16	SP7.17
Morchella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04E-05	0	0	0	0	0	3.57E-05	0	0	0	0.000139635	0	0	0	0	0	0	0	0	0	1.45E-05	0	0	0	0	3.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000305785	0	6.77E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moristroma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mortierella	0.002628053	0.000544351	0.000378064	0.000167322	0.000100694	0	0	0.000121882	0	0	0	0	9.95E-05	0	0.000434539	0.003411942	0.025274522	0.357113006	0.003377063	0.146226365	0.000214169	0.000435459	0	0.000126249	0.000692784	3.43E-05	0.001523014	0.153836457	0.000466384	0.001193234	0	0.000230609	0	7.93E-05	5.26E-05	0	0	0.249171455	0	0.007395272	0	0	0	0	0	0	0.000117148	0	0	0	0	0.002126877	0.002556284	0.00225375	0.002003496	0.000776855	0.009609785	0.081442662	0.010130574	0.000236283	0.033412449	0.002768635	0.001866155	0.017192928	0.017674552	0.005054561	0.036407473	0.004009607	0.010849768	0	5.94E-05	0	0.000143074	7.09E-05	5.28E-05	0.000422463	0.007879262	4.84E-05	0	0.089559771	0.002026548	0	0	9.40E-05	0.000222931	0.000520736	0.000696284	0.000939858	8.32E-05	0.001155107	0.000659204	0.003417641	0.002929198	0.000122033	0.000127009	0.002187036	0	0.000420686	0.000919736	0.000911616	0	0	0	6.43E-05	0	0.057755923	0	0	0	0	0.005372563	0	0.044440278	0	0	0	0	0.003066477	0.000543523	0.00315837	0.021105906	5.41E-05	0	0.010956406	0.000345865	0.007055249	0	0.001188948	0.0138981	0.013935063	0	8.10E-05	0.005086391	0.011316501	0.066025386	0	0	0	0.179997972	0	0.000400195	0.001183511	0.000177615	7.15E-05	5.87E-05	0.004429244	0.003241473	0.001430517	6.03E-05	1.58E-05	0.003010428	0.000761314	0.00040979	0.000118643	0.027520116	0.027570056	0	4.47E-05	0.0002333	0	7.22E-05	0.024706155	0.025755656	0.000592166	0.000591599	0.11419202	0.010724952	0.007262477	0.011349832	0	0.000142045	0.000780085	0.05483429	0.000387469	0.000700699	0.009021321	0.000910947	0.00535665	0.010510747	0.005230119	0	0	0	0	0	1.79E-05	0.003278023	0.020906742	0.000568429	0.004440413	0.003179104	5.90E-06	0.014898502	0.028527113	0	0	0.000637476	0.003848827	0.00334519	0.039077666	0.003199642	0.005318591	0.014674499	0.000924625	0	0	0.005947632	0.003853174	0.000897391	0.000568402	0.004470518	0.002620585	0.001386458	0.00205848	0.00207902	0.000392911	0.000767113	0.000424521	0.001201494	0.000116863	0.000447924	0.001781966	0.000391022	0.000736307	0.000380304	0.000899719	0.006720348	0.002059259	0.001717774	0	0.000643176	0.001877213	0.00028919	0.000185419	0.226360733	0.011472957	0.020797721	0	0.000974459	0	0	0.000200766	0	0.001537647	0.00018213	0.001037245	0.001629269	0.000433052	0.005640404	0.002223784	0.000244427	0.004645752	0.050002692	0.000339013	0.002887788	0.023699094	0.002226895	6.85E-05	0.000205423	0.011510328	0.009935608	0.000317759	0.001655978	0.000443158	0.000451206	0.000408898	0.000509768	0.00041286	0.000770775	0	0	0
Mrakia	0	0	0	0	0	0	0	0.00016251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000699941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68E-05	2.29E-05	0	0	3.26E-05	0	0	0	0	0	0	0	0	0	0	0	0.000232903	0	0	0	0	0	0	0	0	0	0	0	0	0.000292847	2.05E-05	0.00014175	0.000149479	4.53E-05	0	0	0.000135388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001029692	0.00011565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucor	0	0	0	0	0	0	0	0	0	0	0	0	8.84E-05	0.000686319	0	0.000587771	0.000117712	0	0	0	0	0	0	0.001965877	7.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331651	0	0	0	0	0	0	0	3.06E-05	0	1.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.10E-05	0.000606951	0.001052535	0	0	0.000558374	0.0003681	0.019337445	4.24E-05	0	0.001330034	0	8.58E-05	8.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.032202063	0.006037834	0	0	0	0	0	0	0	0	2.52E-05	0	0	0.000447016	0	0	0	0	0	0	0	0	0.002775069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000347974	0	0	0.0003944	0	0.000203638	0.00016581	0.000763597	0.00043167	0	0	0	0	0	0	0	4.48E-05	0	0.000439614	0.00019459	0.000113384	0	0	0	0	0	0.003034218	0	0.000544207	0.000830776	0	0.000313103	0	0	0	0.000361554	8.91E-05	0.00016726	0	0.000339239	0	0	0.000396268	0.000255333	0	0	4.90E-05	3.48E-05	5.41E-05	0	0.000152925	0.000245166	2.38E-05	0.000613481	0.00044006	3.01E-05	0.002167767	1.52E-05	0.001500772	9.33E-05	5.47E-05	3.91E-05	0.000176714	0.000826747	0.000249922	0	0.00035414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000876361	5.15E-05	0	0	0	0.000763224	7.63E-05	0	0	0	0	0	0	0	0	0	0.000520731	0	7.61E-05	0	0	0
Muriformistrickeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000272111	0	0.000390999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172968	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001009114	0	0	0	0	0	0	0	0	0	0	0.000407652	0	0	0	0	0	5.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Murilentithecium	0	0	0	0	0	0	0	0.001157884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000230928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000998295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000979152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muriphaeosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000415344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Murispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205751	0	0	0	0	0	0	0	7.81E-05	0	0	0	0	0	0	0	0	0	0	0.008104016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002093145	0	0	0	0	0	0	0.000163197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042735	0	0	0	0	0	0	0	0	0	0	0	6.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Musicillium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000945291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myceliophthora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000373815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycena	0	0	1.61E-05	0	1.55E-05	2.05E-05	0	0.000599256	6.43E-05	0.000125024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00751123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38E-05	0	2.96E-05	0	0	0	0	0	0	0	0	0	0	2.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259596	1.58E-05	0	0	0	0	0.002926245	0	0	0.009673057	0.00059762	0	0	0	0.000101288	0.000467913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000482848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287011	0.000760318	0	0	0	3.56E-05	0	0	0	0	0	0	0	0	0.000553057	0	0	0	0	0	0	0	0	0	3.01E-05	0	0	0	0	0	3.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycenastrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoacia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoarthris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000148794	0	0	0.000181386	0	0	0.000751387	0	0	0	0	0	0	0.000112252	0	0.004598643	0.000329839	0	0	0	0	0	0	0	0	0.000120699	0	0	0	0	0	0	0	0	6.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000438106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121311	0	0.001206077	0	0	0	0	0	0	0	0	0	0	0.000437566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000579957	0.000443084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60E-05	0.000516138	0	0	0	0	0.000113547	0	0	0	0	0	0.000287278	0	0	0	0	0	0	0	0	0	0	0
Mycocalicium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycocentrospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoleptodiscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
