Genus	SP19.2	SP19.3	SP19.4	SP19.1	SP21.1	SP21.2	SP21.3	SP21.4	SP21.5	SP21.6	SP21.7	SP21.8	SP21.9	USA4.7	USA4.8	USA4.9	USA4.10	USA4.3	USA4.5	USA4.1	USA4.6	USA4.2	USA4.11	USA4.12	USA4.16	USA4.17	USA4.13	USA4.4	USA4.14	USA4.15	SP17.1	SP17.2	SP16.4	SP16.5	SP16.6	SP16.7	SP16.8	SP16.9	SP16.10	SP16.11	SP16.1	SP16.2	SP16.12	SP16.13	SP16.14	SP16.15	SP16.17	SP16.3	SP16.16	SP10.2	SP10.3	SP10.4	SP10.1	SP14.5	SP14.11	SP14.16	SP14.7	SP14.13	SP14.2	SP14.8	SP14.3	SP14.9	SP14.14	SP14.10	SP14.4	SP14.15	SP14.1	SP14.12	SP14.6	SP15.4	SP15.12	SP15.5	SP15.1	SP15.2	SP15.3	SP15.6	SP15.7	SP15.8	SP15.9	SP15.10	SP15.11	SP15.13	SP1.1	SP1.2	SP1.3	SP1.4	SP1.5	SP1.6	SP1.7	SP1.8	SP4.1	SP11.12	SP11.13	SP11.1	SP11.2	SP11.3	SP11.4	SP11.5	SP11.14	SP11.6	SP11.7	SP11.8	SP11.9	SP11.10	SP11.11	USA3.1	USA3.2	USA3.3	USA3.4	USA3.5	USA3.6	USA3.7	USA3.8	SP2.3	SP2.1	SP2.2	USA5.1	USA5.2	USA5.3	SP18.1	SP18.2	FR1.24	FR1.25	FR1.13	FR1.1	FR1.14	FR1.15	FR1.16	FR1.17	FR1.18	FR1.4	FR1.19	FR1.7	FR1.8	FR1.9	FR1.2	FR1.10	FR1.11	FR1.12	FR1.3	FR1.5	FR1.6	FR1.26	FR1.27	FR1.28	FR1.20	FR1.21	FR1.29	FR1.22	FR1.23	FR1.30	FR1.31	IT1.4	IT1.3	IT1.5	IT1.2	IT1.1	SP13.1	SP6.1	SP6.2	SP6.3	SP6.4	USA1.1	USA6.16	USA6.15	USA6.1	USA6.11	USA6.4	USA6.12	USA6.2	USA6.6	USA6.8	USA6.17	USA6.10	USA6.3	USA6.9	USA6.7	USA6.13	USA6.14	USA6.5	SP8.1	SP8.2	SP8.3	SP8.4	SP8.5	SP8.6	SP8.7	SP8.8	SP8.9	SP8.10	SP8.11	DN1.1	DN1.2	DN1.3	DN1.4	DN1.5	SP12.2	SP12.3	SP12.4	SP12.5	SP12.6	SP12.7	SP12.8	SP12.9	SP12.10	SP12.11	SP12.12	SP12.13	SP12.14	SP12.15	SP12.16	SP12.17	SP12.18	SP12.19	SP12.20	SP12.21	SP12.22	SP12.23	SP12.24	SP12.25	SP12.26	SP12.27	SP12.28	SP12.29	SP12.30	SP12.31	SP12.32	SP12.33	SP12.1	USA2.1	GE1.1	GE1.2	SP9.2	SP9.3	SP9.1	SP3.6	SP3.3	SP3.4	SP3.5	SP3.1	SP3.2	SP5.1	SP5.2	SP5.3	SP5.4	SP5.5	SP5.6	SP5.7	SP20.5	SP20.6	SP20.7	SP20.1	SP20.2	SP20.3	SP20.4	SP7.13	SP7.14	SP7.15	SP7.3	SP7.4	SP7.5	SP7.6	SP7.7	SP7.9	SP7.10	SP7.11	SP7.12	SP7.1	SP7.2	SP7.8	SP7.16	SP7.17
Acrocalymma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100252	0	0	0	0	0	0	0	0.000637014	0.00011673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acrodontium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acrophialophora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004085595	0	0	0	0	1.26E-05	0	0	0	0.000229495	0	0	0.000255397	0	0	0	0	0.000131321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.23E-05	0	0	0	0	0	0	0	0	0	0	5.85E-05	0.000125987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acrospermum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acrostalagmus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001647411	0	0	0	0	0	0	0	0.000338064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222869	0	0	0	0	0	0	0	0	0	0	0.000320896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000391512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.84E-05	0.000446109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomucor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91E-05	0	0	0	0	0	0	0	0	5.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008026	0	0.000141967	0	0	0	0	0	0	1.90E-05	2.67E-05	0	0.001198494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05E-05	0	0	0	1.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adisciso	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aequabiliella	0	0	0	0	0	0	0	0	0	0	0	0	0.000685348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000394703	0	0.000141474	0	1.89E-05	5.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76E-05	0	0	0	0
Agaricus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18E-05	0	0	0.000661342	4.08E-05	0	0	0.000193889	0	1.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89E-05	0	3.12E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrocybe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000626368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208736	0	0	0	0	9.80E-05	0	0	0	0	0	0	0	0	0.000271995	0	0	0	0	0	0	0	0.000136329	0	0	7.23E-05	0	8.00E-05	0	0	0	0	0	0	0	0.000118047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Albifimbria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alfaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allobotryotrichum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allophaeosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000375996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allophoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000490312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003021904	0	0	0	0	0.002663223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001182658	0	0	0	0.000627988	0.000303277	0	0.005971554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002877738	0.004092829	0	0	0	0	0	0.001353232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000353594	0.000104896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001430626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpinaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000807037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alternaria	0.011914531	0.000258567	0.000261427	0.006416276	0.055079626	0.002434781	0.006646513	0.085525948	0.038705987	0.131622816	0.003548735	0.183125279	0.002630852	0	0.002263222	0.00338327	0.000369953	0	0.169621159	0.001764325	0.10957425	0.033444697	0.012592692	0	0.061812608	0.02462885	0.000789711	0.001283498	0.004123813	0.00176089	0.022013059	0.05607857	0.006654168	0.018609482	0	0.03288072	0.038864215	0.064098297	0.000920332	0.137326225	0.007623518	0.285514447	0	0	0.034997433	0.060482148	0.033025198	0.044639601	0	0.000548045	0.00035943	0.004411301	0.006390711	0.305615902	0.185978827	0.160212233	0.058669838	0.008704622	0.007290125	0.006482366	0.066273781	0.011474727	0.007027099	0.016612226	0.059156683	0.016053348	0.093024771	0.010833153	0.001864668	0.000617852	0.033574586	0.002385138	0.002388237	0.038175399	0.000263844	0.001296864	0.064429381	0.000171093	0.000279164	0.017994083	0.050131726	0.002410387	0.009544136	0.008126914	0.000360119	0.003175633	0.000744304	0.008190187	0.01278649	0.0113093	0.025227235	0.05306695	0.008901947	0.008168589	0.001551323	0.0063245	0.001184138	0.000646053	0.082937176	0.002469842	0.001182778	0.00241262	0.000867059	0.000950767	0.001062255	0.085704068	0.095527261	0.057984791	0.081466511	0.104035479	0.037942285	0.040296591	0.069066817	0.007893062	0.034620098	0.029340761	0.002218067	0.216490831	0.002946053	0.042788389	0.134173262	0.001325069	0.001687161	0.065888149	0.000325113	0.094842964	0.085396331	0.018790418	0.206343236	0.166076085	0.076427347	0.00287659	0.094345181	0.161136159	0.194707967	6.78E-05	0.044612596	0.048691701	0.016356867	0	3.53E-05	0.000806267	0.059086719	0	8.81E-05	0.015430914	0.004667276	0.002073102	0.015844378	0.001488877	0.002722427	0.000695521	0.000943759	0.00358895	0.021731113	0.013547921	0.015106228	0.00292915	0.002151541	0.000117668	0.000216493	0.028417878	0.184936293	0.004821927	0.012670085	0.000646748	0.089125713	0.037008788	0.039429385	0.064009318	0.000131899	0.046843743	0.000668711	8.55E-05	0.13248791	0.004400843	0.000603886	0.002200852	0.005428455	0.004965057	0.007741918	0.004762121	0.046289025	6.44E-05	0.000104553	0.000107526	0.083136912	0.040482343	0.000760691	0.008778295	0.003422799	3.54E-05	0.014272296	0.031781272	0.000431943	0.102604022	0.188483568	0.041829262	0.023026059	0.094697929	0.058395399	0.027666357	0.13883572	0.062982576	0.074219587	0.016303338	0.066729528	0.041210078	0.029753043	0.025136011	0.043087862	0.151430895	0.056126202	0.023851344	0.200301628	0.106358345	0.012296377	0.178795625	0.022699102	0.055983713	0.128274279	0.027319836	0.015301999	0.066444302	0.020453719	0.028028741	0.049082978	0.063482903	0.021294719	0.000303155	0.000409294	0.001921308	0.003431722	0.002707113	4.81E-05	0.003540177	0.00308642	0.035989717	0	0.000146096	0.000887151	0.000401532	9.22E-05	0.000936844	0.003293518	0.001325368	0.000866194	0.00041026	0.178873183	0.089028234	0.089841957	0.013782644	0.117588241	0.042189312	0.06570714	0.129011005	0.130623864	0.012305543	0.000316036	0.026994939	0.032427357	0.000270684	0.000773311	0.000186126	0.000236555	0.003355784	0.003250455	0.001524069	0.000152252	0.0390681	0	0.020930233
Amanita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amauroascus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004327224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
